  1.0000000e+000	  2.0724000e+004	  5.3962951e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.0000000e+000	  2.4350000e+004	  5.8425693e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  3.0000000e+000	  1.6274000e+004	  4.7593102e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  4.0000000e+000	  2.3379000e+004	  5.7284271e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  5.0000000e+000	  1.2178000e+004	  4.1340411e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  6.0000000e+000	  1.2727000e+004	  4.2188939e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  7.0000000e+000	  2.0426000e+004	  5.4762951e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  8.0000000e+000	  1.8976000e+004	  5.4207316e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  9.0000000e+000	  1.6837000e+004	  4.9934524e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.0000000e+001	  1.1501000e+004	  4.0857569e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.1000000e+001	  1.4791000e+004	  4.5861732e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.2000000e+001	  2.1436000e+004	  5.4587215e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.3000000e+001	  1.2566000e+004	  4.2598990e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.4000000e+001	  1.6382000e+004	  4.7993102e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.5000000e+001	  8.5760000e+003	  3.5263456e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.6000000e+001	  1.0294000e+004	  3.8184776e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.7000000e+001	  8.3800000e+003	  3.5356349e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.8000000e+001	  1.8525000e+004	  5.0983052e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  1.9000000e+001	  1.8153000e+004	  5.0407316e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.0000000e+001	  2.1343000e+004	  5.4504372e+002	  1.0000000e+000	  0.0000000e+000	  0.0000000e+000	
  2.1000000e+001	  8.8920000e+003	  3.8922749e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.2000000e+001	  1.3286000e+004	  4.8394827e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.3000000e+001	  7.6770000e+003	  3.5909545e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.4000000e+001	  1.6988000e+004	  5.5013203e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.5000000e+001	  5.5820000e+003	  3.0553911e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.6000000e+001	  1.8738000e+004	  5.6444783e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.7000000e+001	  1.3743000e+004	  4.8266609e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.8000000e+001	  2.0266000e+004	  5.7953911e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  2.9000000e+001	  1.4362000e+004	  4.9440916e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  3.0000000e+001	  1.6582000e+004	  5.4331075e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  3.1000000e+001	  9.9770000e+003	  4.1576450e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  3.2000000e+001	  1.2027000e+004	  4.4921024e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  3.3000000e+001	  1.3755000e+004	  4.8569553e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
  3.4000000e+001	  1.1967000e+004	  4.7391378e+002	  0.0000000e+000	  1.0000000e+000	  0.0000000e+000	
